word,freq,pos,syll
degree,8,"noun,idiom",2
doctor,8,"noun,verb",2
dot,8,"noun,verb,idiom",1
dream,8,"noun,verb,adjective",1
duty,8,"noun,idiom",2
essay,8,"noun,verb",2
father,8,"noun,verb",2
fee,8,"noun,verb",1
finance,8,"noun,verb",3
hour,8,"noun,adjective,idiom",1
juice,8,"noun,verb,idiom",2
limit,8,"noun,verb",2
luck,8,"noun,verb,idiom",1
milk,8,"noun,verb,idiom",1
mouth,8,"noun,verb,idiom",1
peace,8,"noun,interjection,verb",2
pipe,8,"noun,verb",1
seat,8,"noun,verb",1
stable,8,"noun,verb",2
storm,8,"noun,verb,idiom",1
substance,8,"noun,idiom",3
team,8,"noun,verb,adjective",1
trick,8,"noun,adjective,verb",1
afternoon,7,"noun,adjective",3
bat,7,"noun,verb",1
beach,7,"noun,verb",1
blank,7,"noun,verb,adjective",1
catch,7,"noun,verb",1
chain,7,"noun,verb",1
consideration,7,"noun,idiom",5
cream,7,"noun,verb,adjective",1
crew,7,"noun,verb",1
detail,7,"noun,verb,idiom",2
gold,7,"noun,adjective",1
interview,7,"noun,verb",3
kid,7,"noun,verb,adjective",1
mark,7,"noun,verb,idiom",1
match,7,"noun,verb",1
mission,7,"noun,adjective",2
pain,7,"noun,verb,idiom",1
pleasure,7,"noun,verb",3
score,7,"noun,verb,idiom",2
screw,7,"noun,verb,idiom",1
sex,7,"noun,verb,idiom",1
shop,7,"noun,verb,interjection",1
shower,7,"noun,verb,idiom",2
suit,7,"noun,verb,idiom",1
tone,7,"noun,verb",1
window,7,"noun,verb",2
agent,6,"noun,adjective,verb",2
band,6,"noun,verb",1
block,6,"noun,verb",1
bone,6,"noun,verb,adverb",1
calendar,6,"noun,verb",3
cap,6,"noun,verb",1
coat,6,"noun,verb",1
contest,6,"noun,verb",2
corner,6,"noun,adjective,verb",2
court,6,"noun,verb,idiom",1
cup,6,"noun,verb",1
district,6,"noun,verb",2
door,6,"noun,idiom",1
east,6,"noun,adjective,adverb",1
finger,6,"noun,verb,idiom",2
garage,6,"noun,verb",3
guarantee,6,"noun,verb",3
hole,6,"noun,verb,idiom",1
hook,6,"noun,verb,idiom",1
implement,6,"noun,verb",3
layer,6,"noun,verb",1
lecture,6,"noun,verb",3
lie,6,"noun,verb,idiom",1
manner,6,"noun,idiom",2
meeting,6,"noun,idiom",2
nose,6,"noun,verb,idiom",1
parking,6,"noun,adjective",2
partner,6,"noun,verb",2
profile,6,"noun,verb",3
respect,6,"noun,verb",2
rice,6,"noun,verb",1
routine,6,"noun,adjective",3
schedule,6,"noun,verb",3
swimming,6,"noun,adjective",2
telephone,6,"noun,verb",4
tip,6,"noun,verb",1
winter,6,"noun,adjective,verb",2
airline,5,"noun,adjective",3
bag,5,"noun,verb",1
battle,5,"noun,verb",2
bed,5,"noun,verb",1
bill,5,"noun,verb",1
bother,5,"noun,verb",2
cake,5,"noun,verb",1
code,5,"noun,verb",1
curve,5,"noun,verb,idiom",2
designer,5,"noun,adjective",3
dimension,5,"noun,verb",3
dress,5,"noun,adjective,verb",1
ease,5,"noun,verb",1
emergency,5,"noun,adjective",4
evening,5,"noun,adjective",3
extension,5,"noun,adjective",3
farm,5,"noun,verb,idiom",1
fight,5,"noun,verb",1
gap,5,"noun,verb",1
grade,5,"noun,verb",2
holiday,5,"noun,adjective,verb",3
horror,5,"noun,adjective",2
horse,5,"noun,verb,adjective",2
host,5,"noun,verb",1
husband,5,"noun,verb",2
loan,5,"noun,verb,idiom",1
mistake,5,"noun,verb,idiom",3
mountain,5,"noun,adjective,idiom",2
nail,5,"noun,verb,idiom",1
noise,5,"noun,verb",2
occasion,5,"noun,verb,idiom",3
package,5,"noun,verb",3
patient,5,"noun,adjective",2
pause,5,"noun,verb,idiom",2
phrase,5,"noun,verb",2
proof,5,"noun,adjective,verb",1
race,5,"noun,verb",1
relief,5,"noun,idiom",2
sand,5,"noun,verb,idiom",1
sentence,5,"noun,verb",3
shoulder,5,"noun,verb,idiom",2
smoke,5,"noun,verb,idiom",2
stomach,5,"noun,verb",2
string,5,"noun,verb,idiom",1
tourist,5,"noun,adverb",2
towel,5,"noun,verb",2
vacation,5,"noun,verb",3
west,5,"noun,adjective,adverb",1
wheel,5,"noun,verb,idiom",1
wine,5,"noun,adjective,verb",1
arm,4,"noun,verb",1
aside,4,"noun,adverb",3
associate,4,"noun,verb,adjective",4
bet,4,"noun,verb",1
blow,4,"noun,verb",1
border,4,"noun,verb",2
branch,4,"noun,verb",1
breast,4,"noun,verb",1
brother,4,"noun,interjection",2
buddy,4,"noun,verb",2
bunch,4,"noun,verb",1
chip,4,"noun,verb",1
coach,4,"noun,verb,adverb",1
cross,4,"noun,verb,adjective",1
document,4,"noun,verb",3
draft,4,"noun,verb,adjective",1
dust,4,"noun,verb",1
expert,4,"noun,adjective",2
floor,4,"noun,verb",1
god,4,"noun,interjection",1
golf,4,"noun,verb",1
habit,4,"noun,verb",2
iron,4,"noun,verb",2
judge,4,"noun,verb",2
knife,4,"noun,verb",2
landscape,4,"noun,verb",3
league,4,"noun,verb",2
mail,4,"noun,verb",1
mess,4,"noun,verb",1
native,4,"noun,adjective",3
opening,4,"noun,adjective",3
parent,4,"noun,verb",2
pattern,4,"noun,verb",2
pin,4,"noun,verb",1
pool,4,"noun,verb",1
pound,4,"noun,verb",1
request,4,"noun,verb",2
salary,4,"noun,verb",3
shame,4,"noun,verb",2
shelter,4,"noun,verb",2
shoe,4,"noun,verb",1
silver,4,"noun,adjective,verb",2
tackle,4,"noun,verb",2
tank,4,"noun,verb",1
trust,4,"noun,verb",1
assist,3,"noun,verb",2
bake,3,"noun,verb",1
bar,3,"noun,verb,preposition",1
bell,3,"noun,verb",1
bike,3,"noun,verb",1
blame,3,"noun,verb",2
boy,3,"noun,interjection",1
brick,3,"noun,verb",1
chair,3,"noun,verb",1
closet,3,"noun,verb,adjective",2
clue,3,"noun,verb",1
collar,3,"noun,verb",2
comment,3,"noun,verb",2
conference,3,"noun,verb",4
devil,3,"noun,verb",2
diet,3,"noun,verb",1
fear,3,"noun,verb",1
fuel,3,"noun,verb",1
glove,3,"noun,verb",2
jacket,3,"noun,verb",2
lunch,3,"noun,verb",1
monitor,3,"noun,verb",3
mortgage,3,"noun,verb",3
nurse,3,"noun,verb",2
pace,3,"noun,verb,preposition",1
panic,3,"noun,verb",2
peak,3,"noun,verb,adjective",1
plane,3,"noun,adjective,verb",2
reward,3,"noun,verb",2
row,3,"noun,verb",1
sandwich,3,"noun,verb",2
shock,3,"noun,verb",1
spite,3,"noun,verb",2
spray,3,"noun,verb",1
surprise,3,"noun,verb",3
till,3,"noun,verb",1
transition,3,"noun,verb",3
weekend,3,"noun,verb",2
welcome,3,"noun,interjection,verb",3
yard,3,"noun,verb",1
alarm,2,"noun,verb",2
bend,2,"noun,verb",1
bicycle,2,"noun,verb",3
bite,2,"noun,verb",1
blind,2,"noun,verb,adjective",1
bottle,2,"noun,verb",2
cable,2,"noun,verb",2
candle,2,"noun,verb",2
clerk,2,"noun,verb",1
cloud,2,"noun,verb",1
concert,2,"noun,verb",2
counter,2,"noun,verb,adverb",2
flower,2,"noun,verb",2
grandfather,2,"noun,verb",3
harm,2,"noun,verb",1
knee,2,"noun,verb",1
lawyer,2,"noun,verb",2
leather,2,"noun,adjective,verb",2
load,2,"noun,verb",1
mirror,2,"noun,verb",2
neck,2,"noun,verb",1
pension,2,"noun,verb",2
plate,2,"noun,verb",2
purple,2,"noun,adjective,verb",2
ruin,2,"noun,verb",1
ship,2,"noun,verb",1
skirt,2,"noun,verb",1
slice,2,"noun,verb",2
snow,2,"noun,verb",1
specialist,2,"noun,adjective",3
stroke,2,"noun,verb",2
switch,2,"noun,verb",1
trash,2,"noun,verb",1
tune,2,"noun,verb",1
zone,2,"noun,verb",1
anger,1,"noun,verb",2
award,1,"noun,verb",2
bid,1,"noun,verb",1
bitter,1,"noun,adjective",2
boot,1,"noun,verb",1
bug,1,"noun,verb",1
camp,1,"noun,verb,adjective",1
candy,1,"noun,verb",2
carpet,1,"noun,verb",2
cat,1,"noun,verb",1
champion,1,"noun,verb",2
channel,1,"noun,verb",2
clock,1,"noun,verb",1
comfort,1,"noun,verb",2
cow,1,"noun,verb",1
crack,1,"noun,verb,adjective",1
engineer,1,"noun,verb",3
entrance,1,"noun,verb",3
fault,1,"noun,verb",1
grass,1,"noun,verb",1
guy,1,"noun,verb",1
hell,1,"noun,interjection",1
highlight,1,"noun,verb",2
incident,1,"noun,adjective",3
island,1,"noun,verb",2
joke,1,"noun,verb",1
jury,1,"noun,verb,adjective",2
leg,1,"noun,verb",1
lip,1,"noun,verb",1
mate,1,"noun,verb",1
motor,1,"noun,adjective,verb",2
nerve,1,"noun,verb",2
passage,1,"noun,verb",3
pen,1,"noun,verb",1
pride,1,"noun,verb",2
priest,1,"noun,verb",1
prize,1,"noun,adjective,verb",2
promise,1,"noun,verb",3
resident,1,"noun,adjective",3
resort,1,"noun,verb",2
ring,1,"noun,verb",1
roof,1,"noun,verb",1
rope,1,"noun,verb",1
sail,1,"noun,verb",1
scheme,1,"noun,verb",2
script,1,"noun,verb",1
sock,1,"noun,verb",1
station,1,"noun,verb",2
toe,1,"noun,verb",1
tower,1,"noun,verb",2
truck,1,"noun,verb",1
witness,1,"noun,verb",2
a,4506,"indefinitearticle,noun,preposition",1
you,2041,"pronoun,noun",1
it,1386,"pronoun,noun",1
can,895,"auxiliaryverb,noun",1
will,577,"auxiliaryverb,noun",1
if,546,"conjunction,noun",1
one,441,"adjective,noun,pronoun",2
many,397,"adjective,noun,pronoun",2
most,378,"adjective,noun,adverb",1
other,369,"adjective,noun,pronoun",2
use,319,"verb,noun",2
make,262,"verb,noun",1
good,201,"adjective,noun,adverb",1
look,144,"verb,noun,interjection",1
help,141,"verb,noun,interjection",1
go,131,"verb,noun,adjective",1
great,126,"adjective,noun,adverb",1
being,124,"verb,noun",1
few,117,"adjective,noun,pronoun",1
might,116,"auxiliaryverb,noun",1
still,112,"adjective,noun,adverb",1
public,97,"adjective,noun",2
read,97,"verb,noun",1
keep,96,"verb,noun",1
start,96,"verb,noun",1
give,93,"verb,noun",1
human,92,"adjective,noun",2
local,90,"adjective,noun",2
general,85,"adjective,noun",3
she,85,"pronoun,noun",1
specific,83,"adjective,noun",3
long,82,"adjective,noun,adverb",1
play,75,"verb,noun",1
feel,74,"verb,noun",1
high,74,"adjective,noun,adverb",1
tonight,71,"adverb,noun",2
put,70,"verb,noun",1
common,69,"adjective,noun",2
set,69,"verb,noun,adjective",1
change,67,"verb,noun",2
simple,63,"adjective,noun",2
past,60,"adjective,noun,preposition",1
big,59,"adjective,noun",1
possible,59,"adjective,noun",3
particular,58,"adjective,noun",4
today,54,"adverb,noun",2
major,53,"adjective,noun,verb",2
personal,53,"adjective,noun",3
current,52,"adjective,noun",2
national,52,"adjective,noun",3
cut,50,"verb,noun",1
natural,50,"adjective,noun,adverb",3
physical,50,"adjective,noun",3
show,50,"verb,noun",1
try,50,"verb,noun",1
check,49,"verb,noun,interjection",1
second,49,"number,noun",2
call,47,"verb,noun",1
move,47,"verb,noun",1
pay,47,"verb,noun",1
let,46,"verb,noun",1
increase,45,"verb,noun",3
single,45,"adjective,noun,verb",2
individual,44,"adjective,noun",4
turn,44,"verb,noun",1
ask,42,"verb,noun",1
buy,42,"verb,noun",1
guard,42,"verb,noun",1
hold,42,"verb,noun",1
main,42,"adjective,noun",1
offer,42,"verb,noun",2
potential,42,"adjective,noun",3
professional,42,"adjective,noun",4
international,41,"adjective,noun",5
travel,41,"verb,noun",2
cook,40,"verb,noun",1
alternative,39,"adjective,noun",5
following,39,"preposition,noun,adjective",3
special,39,"adjective,noun",2
working,39,"adjective,noun",2
whole,38,"adjective,noun,adverb",2
dance,37,"verb,noun",2
excuse,37,"verb,noun",3
cold,34,"adjective,noun,adverb",1
commercial,34,"adjective,noun",3
low,34,"adjective,noun,adverb",1
purchase,34,"verb,noun",3
deal,33,"verb,noun",1
primary,33,"adjective,noun",3
worth,33,"adjective,noun",1
fall,32,"verb,noun",1
necessary,31,"adjective,noun",4
positive,31,"adjective,noun",4
produce,31,"verb,noun",3
search,31,"verb,noun",1
present,30,"adjective,noun,verb",2
spend,30,"verb,noun",1
talk,30,"verb,noun",1
creative,29,"adjective,noun",3
tell,29,"verb,noun",1
cost,28,"verb,noun",1
drive,28,"verb,noun",2
green,28,"adjective,noun,verb",1
support,28,"verb,noun",2
glad,27,"adjective,noun",1
remove,27,"verb,noun",3
return,27,"verb,noun",2
run,27,"verb,noun",1
complex,26,"adjective,noun,verb",2
due,26,"adjective,noun,adverb",1
effective,26,"adjective,noun",4
middle,26,"adjective,noun",2
regular,26,"adjective,noun",3
reserve,26,"verb,noun",3
independent,25,"adjective,noun",4
leave,25,"verb,noun",2
original,25,"adjective,noun",4
reach,25,"verb,noun",1
rest,25,"verb,noun",1
serve,25,"verb,noun",2
watch,25,"verb,noun",1
beautiful,24,"adjective,noun,interjection",3
charge,24,"verb,noun",2
active,23,"adjective,noun",3
break,23,"verb,noun",1
negative,23,"adjective,noun,interjection",4
safe,23,"adjective,noun",2
stay,23,"verb,noun",1
visit,23,"verb,noun",2
visual,23,"adjective,noun",2
affect,22,"verb,noun",2
cover,22,"verb,noun",2
report,22,"verb,noun",2
rise,22,"verb,noun",1
walk,21,"verb,noun",1
white,21,"adjective,noun,verb",2
beyond,20,"preposition,noun",1
junior,20,"adjective,noun",2
pick,20,"verb,noun",1
unique,20,"adjective,noun",3
anything,19,"pronoun,noun,adverb",3
classic,19,"adjective,noun",2
final,19,"adjective,noun",2
lift,19,"verb,noun",1
mix,19,"verb,noun",1
private,19,"adjective,noun",3
stop,19,"verb,noun",1
teach,19,"verb,noun",1
western,19,"adjective,noun",2
concern,18,"verb,noun",2
familiar,18,"adjective,noun",3
fly,18,"verb,noun",1
official,18,"adjective,noun",3
broad,17,"adjective,noun",1
comfortable,17,"adjective,noun",4
gain,17,"verb,noun",1
maybe,17,"adverb,noun",2
rich,17,"adjective,noun",1
save,17,"verb,noun,preposition",1
stand,17,"verb,noun",1
young,17,"adjective,noun",1
fail,16,"verb,noun",1
heavy,16,"adjective,noun,adverb",2
hello,16,"interjection,noun",2
lead,16,"verb,noun",1
listen,16,"verb,noun",2
valuable,16,"adjective,noun",3
worry,16,"verb,noun",2
handle,15,"verb,noun",2
leading,15,"adjective,noun",2
meet,15,"verb,noun",1
release,15,"verb,noun",3
sell,15,"verb,noun",1
finish,14,"verb,noun",2
normal,14,"adjective,noun",2
press,14,"verb,noun",1
ride,14,"verb,noun",1
secret,14,"adjective,noun",2
spread,14,"verb,noun",1
spring,14,"verb,noun",1
tough,14,"adjective,noun",1
wait,14,"verb,noun",1
brown,13,"adjective,noun,verb",1
deep,13,"adjective,noun,adverb",1
display,13,"verb,noun",2
flow,13,"verb,noun",1
hit,13,"verb,noun",1
objective,13,"adjective,noun",4
shoot,13,"verb,noun,interjection",1
touch,13,"verb,noun",1
cancel,12,"verb,noun",2
chemical,12,"adjective,noun",3
cry,12,"verb,noun,idiom",1
dump,12,"verb,noun,idiom",1
extreme,12,"adjective,noun",3
push,12,"verb,noun,idiom",1
conflict,11,"verb,noun",2
eat,11,"verb,noun,idiom",1
fill,11,"verb,noun,idiom",1
formal,11,"adjective,noun,adverb",2
jump,11,"verb,noun,adjective",1
kick,11,"verb,noun,idiom",1
opposite,11,"adjective,noun,preposition",4
pass,11,"verb,noun,idiom",1
pitch,11,"verb,noun",1
remote,11,"adjective,noun",3
total,11,"adjective,noun,verb",2
treat,11,"verb,noun",1
vast,11,"adjective,noun",1
abuse,10,"verb,noun",3
beat,10,"verb,noun,adjective",1
burn,10,"verb,noun",1
deposit,10,"verb,noun",3
print,10,"verb,noun,adjective",1
raise,10,"verb,noun,idiom",2
sleep,10,"verb,noun,idiom",1
somewhere,10,"adverb,noun",4
advance,9,"verb,noun,adjective",3
anywhere,9,"adverb,noun",4
consist,9,"verb,noun",2
dark,9,"adjective,noun,idiom",1
double,9,"adjective,noun,verb",2
draw,9,"verb,noun,idiom",1
equal,9,"adjective,noun,verb",2
fix,9,"verb,noun,idiom",1
hire,9,"verb,noun,adjective",1
internal,9,"adjective,noun",3
join,9,"verb,noun",1
kill,9,"verb,noun,idiom",1
sensitive,9,"adjective,noun",4
tap,9,"verb,noun",1
win,9,"verb,noun",1
attack,8,"verb,noun",2
claim,8,"verb,noun",1
constant,8,"adjective,noun",2
drag,8,"verb,noun,adjective",1
drink,8,"verb,noun",1
guess,8,"verb,noun,idiom",1
minor,8,"adjective,noun,verb",2
pull,8,"verb,noun",1
raw,8,"adjective,noun,idiom",1
soft,8,"adjective,noun,adverb",1
solid,8,"adjective,noun",2
wear,8,"verb,noun,idiom",1
weird,8,"adjective,noun",1
wonder,8,"verb,noun,idiom",2
annual,7,"adjective,noun",2
count,7,"verb,noun,adjective",1
dead,7,"adjective,noun,adverb",1
doubt,7,"verb,noun,idiom",1
feed,7,"verb,noun,idiom",1
forever,7,"adverb,noun,idiom",3
impress,7,"verb,noun",2
nobody,7,"pronoun,noun",3
repeat,7,"verb,noun",2
round,7,"adjective,noun,adverb",1
sing,7,"verb,noun",1
slide,7,"verb,noun,idiom",2
strip,7,"verb,noun",1
whereas,7,"conjunction,noun",2
wish,7,"verb,noun",1
combine,6,"verb,noun",3
command,6,"verb,noun",2
dig,6,"verb,noun",1
divide,6,"verb,noun",3
equivalent,6,"adjective,noun",4
hang,6,"verb,noun,idiom",1
hunt,6,"verb,noun",1
initial,6,"adjective,noun,verb",3
march,6,"verb,noun,idiom",1
mention,6,"verb,noun,idiom",2
smell,6,"verb,noun",1
spiritual,6,"adjective,noun",3
survey,6,"verb,noun",2
tie,6,"verb,noun,idiom",1
adult,5,"adjective,noun",2
brief,5,"adjective,noun,verb",1
crazy,5,"adjective,noun,idiom",2
escape,5,"verb,noun,adjective",3
gather,5,"verb,noun,idiom",2
hate,5,"verb,noun",1
prior,5,"adjective,noun,idiom",1
repair,5,"verb,noun",2
rough,5,"adjective,noun,adverb",1
sad,5,"adjective,noun",1
scratch,5,"verb,noun,adjective",1
sick,5,"adjective,noun,idiom",1
strike,5,"verb,noun,adjective",2
employ,4,"verb,noun",2
external,4,"adjective,noun",3
hurt,4,"verb,noun",1
illegal,4,"adjective,noun",3
laugh,4,"verb,noun",1
lay,4,"verb,noun,adjective",1
mobile,4,"adjective,noun",3
nasty,4,"adjective,noun",2
ordinary,4,"adjective,noun",4
respond,4,"verb,noun",2
royal,4,"adjective,noun",1
senior,4,"adjective,noun",2
split,4,"verb,noun",1
strain,4,"verb,noun",1
struggle,4,"verb,noun",2
swim,4,"verb,noun",1
train,4,"verb,noun",1
upper,4,"adjective,noun",2
wash,4,"verb,noun",1
yellow,4,"adjective,noun,verb",2
convert,3,"verb,noun",2
crash,3,"verb,noun,adjective",1
dependent,3,"adjective,noun",3
fold,3,"verb,noun",1
funny,3,"adjective,noun",2
grab,3,"verb,noun",1
hide,3,"verb,noun",1
miss,3,"verb,noun",1
permit,3,"verb,noun",2
quote,3,"verb,noun",2
recover,3,"verb,noun",3
resolve,3,"verb,noun",3
roll,3,"verb,noun",1
sink,3,"verb,noun",1
slip,3,"verb,noun",1
spare,3,"adjective,noun,verb",2
suspect,3,"verb,noun,adjective",2
sweet,3,"adjective,noun",1
swing,3,"verb,noun",1
twist,3,"verb,noun",1
upstairs,3,"adjective,noun",2
usual,3,"adjective,noun",2
abroad,2,"adverb,noun",2
brave,2,"adjective,noun,verb",2
calm,2,"adjective,noun,verb",1
concentrate,2,"verb,noun",4
estimate,2,"verb,noun",4
grand,2,"adjective,noun",1
male,2,"adjective,noun",1
mine,2,"pronoun,noun,verb",1
prompt,2,"verb,noun,adjective",1
quiet,2,"adjective,noun,verb",1
refuse,2,"verb,noun",3
regret,2,"verb,noun",2
reveal,2,"verb,noun",2
rush,2,"verb,noun",1
shake,2,"verb,noun",2
shift,2,"verb,noun",1
shine,2,"verb,noun",2
steal,2,"verb,noun",1
suck,2,"verb,noun",1
surround,2,"verb,noun",2
anybody,1,"pronoun,noun",4
bear,1,"verb,noun",1
brilliant,1,"adjective,noun",2
dare,1,"verb,noun",1
dear,1,"adjective,noun,adverb",1
delay,1,"verb,noun",2
drunk,1,"adjective,noun",1
female,1,"adjective,noun",3
hurry,1,"verb,noun",2
inevitable,1,"adjective,noun",5
invite,1,"verb,noun",3
kiss,1,"verb,noun",1
neat,1,"adjective,noun",1
pop,1,"verb,noun,adverb",1
punch,1,"verb,noun",1
quit,1,"verb,noun",1
reply,1,"verb,noun",2
representative,1,"adjective,noun",6
resist,1,"verb,noun",2
rip,1,"verb,noun",1
rub,1,"verb,noun",1
silly,1,"adjective,noun",2
smile,1,"verb,noun",2
spell,1,"verb,noun",1
stretch,1,"verb,noun",1
stupid,1,"adjective,noun",2
tear,1,"verb,noun",1
temporary,1,"adjective,noun",4
tomorrow,1,"adverb,noun",3
wake,1,"verb,noun",1
wrap,1,"verb,noun",1
yesterday,1,"adverb,noun",3